4.009785,5.293498,5.991906,4.078939,4.863887,1
3.89751,5.316732,2.599761,4.485159,4.995625,1
4.135502,5.238536,6.362284,4.069442,5.485848,1
3.944399,4.986069,5.326069,5.292646,5.223893,1
4.300396,4.961079,5.84841,5.496369,4.637331,1
4.113635,5.27549,3.135911,3.849099,6.267918,1
3.797903,5.339609,4.15559,3.463676,6.084945,1
4.152305,5.080767,4.504218,5.804511,5.191065,1
4.285129,5.284532,4.198519,3.414498,4.401827,1
4.029555,5.112853,4.132225,4.4715,4.411104,1
4.061512,5.076105,5.294722,6.466324,5.281232,1
3.903386,5.140501,5.829564,3.644262,4.131348,1
4.14939,4.843156,3.034208,3.83827,5.663736,1
3.925503,4.981309,3.302089,6.214003,3.77715,1
3.81736,4.897732,4.558069,2.712214,4.308664,1
4.180896,4.925795,3.912011,5.935397,3.936597,1
3.990026,5.059731,3.647004,5.569094,5.268619,1
4.26883,5.218964,5.103941,4.855162,3.627044,1
4.334915,5.299471,3.14048,5.871167,3.783099,1
4.005375,5.096896,4.460382,3.597177,7.128013,1
4.05511,5.122842,5.026635,5.486834,5.311807,1
3.970415,5.240964,4.7298,5.608814,6.61897,1
4.041833,5.258286,5.612231,5.238204,4.030917,1
3.947596,5.268818,5.77767,2.398491,5.485708,1
4.085132,5.055149,4.401572,4.137958,5.325886,1
4.05897,5.412986,3.650155,5.333471,4.465342,1
4.286072,5.033462,4.870575,3.850038,5.428768,1
3.814145,5.256424,4.190428,4.921138,5.325291,1
3.79507,5.119471,3.763953,4.497374,6.166964,1
4.081195,5.013975,5.665583,6.414427,5.75709,1
4.246269,5.065337,5.892049,6.651528,3.417231,1
4.05671,5.191306,4.253193,5.919024,4.013508,1
3.902169,5.051974,4.482968,4.246439,3.38272,1
3.860047,5.046925,3.825078,3.533526,4.937526,1
4.062713,5.052449,5.853405,4.047039,6.045877,1
4.191871,4.864032,5.744151,4.913213,2.807363,1
4.190301,5.140469,4.372942,5.483867,4.13075,1
3.990228,5.094682,5.442375,5.312967,4.531968,1
4.328832,5.459874,4.800502,4.468731,4.583595,1
4.0857,4.983214,2.735275,4.206569,4.56426,1
3.978135,4.992027,6.269955,4.735844,4.637797,1
3.992816,5.129762,4.17237,3.735607,5.360953,1
3.653295,5.226729,2.823572,3.220749,2.634271,1
3.780781,5.366938,4.963636,5.415774,4.540231,1
4.424495,5.035466,6.14975,4.416234,2.266729,1
4.329451,4.992388,5.535845,3.088679,5.079683,1
4.02718,4.990159,2.821633,5.187135,5.343988,1
3.773918,5.166972,4.010747,6.34119,4.36338,1
3.958373,4.916843,4.614114,4.760994,4.419618,1
4.138058,5.053526,4.574249,5.904854,5.846063,1
3.967911,5.413424,4.367347,4.47986,4.010012,1
4.240723,5.132676,5.877456,2.836016,4.047359,1
4.224146,5.262017,4.883692,6.041791,4.861238,1
3.981383,5.347094,4.854422,5.248994,4.036477,1
4.119082,5.136486,4.332559,7.057056,2.915001,1
4.104725,5.178261,5.424165,4.846351,5.13411,1
4.019341,5.077397,4.784205,5.761473,4.921646,1
4.117292,4.9121,4.907981,4.20012,4.523665,1
3.96301,5.261832,4.549097,5.717996,5.657443,1
3.738613,5.257175,5.224587,5.564008,5.129685,1
3.987846,5.366855,5.33412,3.436726,4.311391,1
4.046605,4.867134,4.416533,3.927742,3.447899,1
3.999944,5.095488,5.598411,2.292867,3.732267,1
3.851578,5.118526,4.750068,5.129765,4.194656,1
4.080266,5.255623,5.333879,4.853315,5.480501,1
3.966378,5.11442,3.297553,2.534365,5.241651,1
4.128163,5.334285,5.191846,6.985284,5.975826,1
4.067727,5.384626,5.243731,5.238055,6.4239,1
4.112441,5.149522,4.699525,5.921367,6.204103,1
3.931984,5.116765,5.215897,5.727963,3.744489,1
3.914573,5.187439,5.012192,4.02298,4.26652,1
3.865014,4.762994,4.603336,3.466183,3.86038,1
4.079843,4.804547,4.902556,3.912533,4.894336,1
4.308966,5.002465,4.740221,5.041269,5.375343,1
4.138696,5.117989,6.173146,4.681823,5.869844,1
4.012094,4.88936,5.305873,4.886604,5.846643,1
3.991624,5.354701,4.788766,3.096147,4.966786,1
3.880129,5.299941,3.614535,5.793241,4.579177,1
4.155025,4.912684,4.062426,4.603673,5.265053,1
3.976938,5.048067,2.997406,4.822763,4.641483,1
3.925774,5.436318,5.488246,5.236624,1.999468,1
4.049624,5.19059,6.120922,7.024412,3.626669,1
3.814758,5.143314,5.413996,5.034209,4.151908,1
3.768935,5.314525,4.398238,5.289981,3.652435,1
4.010352,5.141872,3.656311,3.945041,5.01069,1
4.109046,5.229175,3.925761,6.300086,4.888551,1
4.092557,5.010715,3.460373,5.25634,4.960565,1
4.107972,5.018483,4.538116,3.961672,4.665333,1
4.088285,5.17781,4.321423,6.066383,5.368018,1
4.066943,5.076341,3.898561,3.755716,4.905194,1
4.10472,5.075296,4.841799,4.413411,6.597974,1
4.016067,5.093177,3.275419,4.746238,5.162565,1
4.145178,5.111082,5.080633,4.444999,3.701948,1
4.224636,5.247064,7.357587,5.514146,4.30022,1
4.164123,4.870198,6.586654,5.213317,4.123443,1
3.878343,5.032043,4.373148,3.955359,6.743009,1
3.916803,5.020993,5.856111,5.249554,4.825547,1
4.243228,5.274145,5.241964,4.181407,6.178642,1
4.147445,4.948855,4.890423,4.204982,5.400685,1
4.142577,5.095958,4.584298,4.463879,5.539367,1
4.013576,5.296219,3.534092,5.697575,3.359059,1
4.453419,4.979067,5.512436,4.678323,4.568985,1
3.781494,5.322411,4.123663,4.080476,3.952673,1
4.097471,5.045376,7.663528,4.783125,5.455955,1
